Temperature Data
,165,165,0,165,0,165,0,165,0,165,0,165,0,165,0,165,50.11628133,165,0,165,0,165,0.1031570653,165,0.03712360865,165,0,165,0,165,0,165,0,165,0,165,0,165,0,165,0,165,3.362651649,165,0,165,0,165,0,165,0,165,0,165,0,165,0,165,0,165,0,165,0,165,0,165,0.0642676752,165,0,165,0,165,0,165,0,165,0.0642676752,165,0,165,0,165,0,165,0,165,0,165,0,165,0.1877804506,165,19.85564872,165,0,165,0,165,0,165,0,165,0.0642676752,165,0,165,0,165,0,165,0,165,0.0642676752,165,0,165,0,165,0,165,0,165,0,165,0.2039952867,165,19.85564872,165,0,165,0,165,0,165,0,165,0.0428451168,165,0,165,0,165,0,165,0,165,0.0428451168,165,0,165,0,165,0,165,0,165,0,165,0.1670036776,165,13.23709915,165,0,165,0,165,0,165,0,165,0,165,0.0428451168,165,0,165,0,165,0,165,0,165,0,165,0.0428451168,165,0,165,0,165,0,165,0,165,0,165,0.2364855625,165,13.23709915,165,1.223716145,165,0.190206576,
,166,166,0,166,0,166,0,166,0,166,0,166,0,166,0,166,50.11628249,166,0,166,0,166,0.103157045,166,0.03712364398,166,0,166,0,166,0,166,0,166,0,166,0,166,0,166,0,166,3.362651814,166,0,166,0,166,0,166,0,166,0,166,0,166,0,166,0,166,0,166,0,166,0,166,0.06426920212,166,0,166,0,166,0,166,0,166,0.06426920212,166,0,166,0,166,0,166,0,166,0,166,0,166,0.1877847556,166,19.85564924,166,0,166,0,166,0,166,0,166,0.06426920212,166,0,166,0,166,0,166,0,166,0.06426920212,166,0,166,0,166,0,166,0,166,0,166,0.203999572,166,19.85564924,166,0,166,0,166,0,166,0,166,0.04284613475,166,0,166,0,166,0,166,0,166,0.04284613475,166,0,166,0,166,0,166,0,166,0,166,0.1670064965,166,13.23709949,166,0,166,0,166,0,166,0,166,0,166,0.04284613475,166,0,166,0,166,0,166,0,166,0,166,0.04284613475,166,0,166,0,166,0,166,0,166,0,166,0.2364882967,166,13.23709949,166,1.223740468,166,0.1902063439,
,167,167,0,167,0,167,0,167,0,167,0,167,0,167,0,167,50.11628362,167,0,167,0,167,0.1031570252,167,0.03712367845,167,0,167,0,167,0,167,0,167,0,167,0,167,0,167,0,167,3.362651975,167,0,167,0,167,0,167,0,167,0,167,0,167,0,167,0,167,0,167,0,167,0,167,0.06427071492,167,0,167,0,167,0,167,0,167,0.06427071492,167,0,167,0,167,0,167,0,167,0,167,0,167,0.1877890205,167,19.85564974,167,0,167,0,167,0,167,0,167,0.06427071492,167,0,167,0,167,0,167,0,167,0.06427071492,167,0,167,0,167,0,167,0,167,0,167,0.2040038166,167,19.85564974,167,0,167,0,167,0,167,0,167,0.04284714328,167,0,167,0,167,0,167,0,167,0.04284714328,167,0,167,0,167,0,167,0,167,0,167,0.1670092875,167,13.23709983,167,0,167,0,167,0,167,0,167,0,167,0.04284714328,167,0,167,0,167,0,167,0,167,0,167,0.04284714328,167,0,167,0,167,0,167,0,167,0,167,0.2364910006,167,13.23709983,167,1.223764558,167,0.1902061058,
,168,168,0,168,0,168,0,168,0,168,0,168,0,168,0,168,50.11628473,168,0,168,0,168,0.1031570056,168,0.03712371244,168,0,168,0,168,0,168,0,168,0,168,0,168,0,168,0,168,3.362652134,168,0,168,0,168,0,168,0,168,0,168,0,168,0,168,0,168,0,168,0,168,0,168,0.06427221941,168,0,168,0,168,0,168,0,168,0.06427221941,168,0,168,0,168,0,168,0,168,0,168,0,168,0.1877932618,168,19.85565024,168,0,168,0,168,0,168,0,168,0.06427221941,168,0,168,0,168,0,168,0,168,0.06427221941,168,0,168,0,168,0,168,0,168,0,168,0.2040080373,168,19.85565024,168,0,168,0,168,0,168,0,168,0.04284814627,168,0,168,0,168,0,168,0,168,0.04284814627,168,0,168,0,168,0,168,0,168,0,168,0.167012062,168,13.23710016,168,0,168,0,168,0,168,0,168,0,168,0.04284814627,168,0,168,0,168,0,168,0,168,0,168,0.04284814627,168,0,168,0,168,0,168,0,168,0,168,0.2364936869,168,13.23710016,168,1.223788511,168,0.1902058645,
,169,169,0,169,0,169,0,169,0,169,0,169,0,169,0,169,50.11628584,169,0,169,0,169,0.1031569862,169,0.03712374616,169,0,169,0,169,0,169,0,169,0,169,0,169,0,169,0,169,3.362652292,169,0,169,0,169,0,169,0,169,0,169,0,169,0,169,0,169,0,169,0,169,0,169,0.06427371924,169,0,169,0,169,0,169,0,169,0.06427371924,169,0,169,0,169,0,169,0,169,0,169,0,169,0.1877974899,169,19.85565074,169,0,169,0,169,0,169,0,169,0.06427371924,169,0,169,0,169,0,169,0,169,0.06427371924,169,0,169,0,169,0,169,0,169,0,169,0.2040122447,169,19.85565074,169,0,169,0,169,0,169,0,169,0.04284914616,169,0,169,0,169,0,169,0,169,0.04284914616,169,0,169,0,169,0,169,0,169,0,169,0.1670148273,169,13.23710049,169,0,169,0,169,0,169,0,169,0,169,0.04284914616,169,0,169,0,169,0,169,0,169,0,169,0.04284914616,169,0,169,0,169,0,169,0,169,0,169,0.2364963636,169,13.23710049,169,1.223812387,169,0.1902056216,
,170,170,0,170,0,170,0,170,0,170,0,170,0,170,0,170,50.11628694,170,0,170,0,170,0.1031569669,170,0.03712377976,170,0,170,0,170,0,170,0,170,0,170,0,170,0,170,0,170,3.362652449,170,0,170,0,170,0,170,0,170,0,170,0,170,0,170,0,170,0,170,0,170,0,170,0.06427521668,170,0,170,0,170,0,170,0,170,0.06427521668,170,0,170,0,170,0,170,0,170,0,170,0,170,0.1878017113,170,19.85565123,170,0,170,0,170,0,170,0,170,0.06427521668,170,0,170,0,170,0,170,0,170,0.06427521668,170,0,170,0,170,0,170,0,170,0,170,0.2040164453,170,19.85565123,170,0,170,0,170,0,170,0,170,0.04285014445,170,0,170,0,170,0,170,0,170,0.04285014445,170,0,170,0,170,0,170,0,170,0,170,0.167017588,170,13.23710082,170,0,170,0,170,0,170,0,170,0,170,0.04285014445,170,0,170,0,170,0,170,0,170,0,170,0.04285014445,170,0,170,0,170,0,170,0,170,0,170,0.2364990353,170,13.23710082,170,1.223836224,170,0.1902053781,
,171,171,0,171,0,171,0,171,0,171,0,171,0,171,0,171,50.11628804,171,0,171,0,171,0.1031569476,171,0.03712381332,171,0,171,0,171,0,171,0,171,0,171,0,171,0,171,0,171,3.362652606,171,0,171,0,171,0,171,0,171,0,171,0,171,0,171,0,171,0,171,0,171,0,171,0.06427671303,171,0,171,0,171,0,171,0,171,0.06427671303,171,0,171,0,171,0,171,0,171,0,171,0,171,0.1878059295,171,19.85565172,171,0,171,0,171,0,171,0,171,0.06427671303,171,0,171,0,171,0,171,0,171,0.06427671303,171,0,171,0,171,0,171,0,171,0,171,0.2040206428,171,19.85565172,171,0,171,0,171,0,171,0,171,0.04285114202,171,0,171,0,171,0,171,0,171,0.04285114202,171,0,171,0,171,0,171,0,171,0,171,0.1670203466,171,13.23710115,171,0,171,0,171,0,171,0,171,0,171,0.04285114202,171,0,171,0,171,0,171,0,171,0,171,0.04285114202,171,0,171,0,171,0,171,0,171,0,171,0.236501705,171,13.23710115,171,1.223860044,171,0.1902051345,
,172,172,0,172,0,172,0,172,0,172,0,172,0,172,0,172,50.11628914,172,0,172,0,172,0.1031569283,172,0.03712384689,172,0,172,0,172,0,172,0,172,0,172,0,172,0,172,0,172,3.362652763,172,0,172,0,172,0,172,0,172,0,172,0,172,0,172,0,172,0,172,0,172,0,172,0.06427820899,172,0,172,0,172,0,172,0,172,0.06427820899,172,0,172,0,172,0,172,0,172,0,172,0,172,0.1878101467,172,19.85565222,172,0,172,0,172,0,172,0,172,0.06427820899,172,0,172,0,172,0,172,0,172,0.06427820899,172,0,172,0,172,0,172,0,172,0,172,0.2040248393,172,19.85565222,172,0,172,0,172,0,172,0,172,0.04285213933,172,0,172,0,172,0,172,0,172,0.04285213933,172,0,172,0,172,0,172,0,172,0,172,0.1670231046,172,13.23710148,172,0,172,0,172,0,172,0,172,0,172,0.04285213933,172,0,172,0,172,0,172,0,172,0,172,0.04285213933,172,0,172,0,172,0,172,0,172,0,172,0.2365043741,172,13.23710148,172,1.223883858,172,0.1902048913,
,173,173,0,173,0,173,0,173,0,173,0,173,0,173,0,173,50.11629025,173,0,173,0,173,0.103156909,173,0.03712388049,173,0,173,0,173,0,173,0,173,0,173,0,173,0,173,0,173,3.36265292,173,0,173,0,173,0,173,0,173,0,173,0,173,0,173,0,173,0,173,0,173,0,173,0.06427970488,173,0,173,0,173,0,173,0,173,0.06427970488,173,0,173,0,173,0,173,0,173,0,173,0,173,0.1878143637,173,19.85565271,173,0,173,0,173,0,173,0,173,0.06427970488,173,0,173,0,173,0,173,0,173,0.06427970488,173,0,173,0,173,0,173,0,173,0,173,0.2040290356,173,19.85565271,173,0,173,0,173,0,173,0,173,0.04285313659,173,0,173,0,173,0,173,0,173,0.04285313659,173,0,173,0,173,0,173,0,173,0,173,0.1670258626,173,13.23710181,173,0,173,0,173,0,173,0,173,0,173,0.04285313659,173,0,173,0,173,0,173,0,173,0,173,0.04285313659,173,0,173,0,173,0,173,0,173,0,173,0.2365070434,173,13.23710181,173,1.223907671,173,0.1902046485,
,174,174,0,174,0,174,0,174,0,174,0,174,0,174,0,174,50.11629135,174,0,174,0,174,0.1031568896,174,0.03712391414,174,0,174,0,174,0,174,0,174,0,174,0,174,0,174,0,174,3.362653077,174,0,174,0,174,0,174,0,174,0,174,0,174,0,174,0,174,0,174,0,174,0,174,0.06428120074,174,0,174,0,174,0,174,0,174,0.06428120074,174,0,174,0,174,0,174,0,174,0,174,0,174,0.1878185807,174,19.8556532,174,0,174,0,174,0,174,0,174,0.06428120074,174,0,174,0,174,0,174,0,174,0.06428120074,174,0,174,0,174,0,174,0,174,0,174,0.2040332319,174,19.8556532,174,0,174,0,174,0,174,0,174,0.04285413383,174,0,174,0,174,0,174,0,174,0.04285413383,174,0,174,0,174,0,174,0,174,0,174,0.1670286207,174,13.23710213,174,0,174,0,174,0,174,0,174,0,174,0.04285413383,174,0,174,0,174,0,174,0,174,0,174,0.04285413383,174,0,174,0,174,0,174,0,174,0,174,0.2365097131,174,13.23710213,174,1.223931485,174,0.1902044065,
,175,175,0,175,0,175,0,175,0,175,0,175,0,175,0,175,50.11629245,175,0,175,0,175,0.1031568703,175,0.03712394783,175,0,175,0,175,0,175,0,175,0,175,0,175,0,175,0,175,3.362653235,175,0,175,0,175,0,175,0,175,0,175,0,175,0,175,0,175,0,175,0,175,0,175,0.06428269646,175,0,175,0,175,0,175,0,175,0.06428269646,175,0,175,0,175,0,175,0,175,0,175,0,175,0.1878227972,175,19.8556537,175,0,175,0,175,0,175,0,175,0.06428269646,175,0,175,0,175,0,175,0,175,0.06428269646,175,0,175,0,175,0,175,0,175,0,175,0.2040374279,175,19.8556537,175,0,175,0,175,0,175,0,175,0.04285513097,175,0,175,0,175,0,175,0,175,0.04285513097,175,0,175,0,175,0,175,0,175,0,175,0.1670313787,175,13.23710246,175,0,175,0,175,0,175,0,175,0,175,0.04285513097,175,0,175,0,175,0,175,0,175,0,175,0.04285513097,175,0,175,0,175,0,175,0,175,0,175,0.236512383,175,13.23710246,175,1.223955296,175,0.1902041653,
,176,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,50.11629356,176,0,176,0,176,0.1031568508,176,0.03712398157,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,3.362653392,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0,176,0.06428419181,176,0,176,0,176,0,176,0,176,0.06428419181,176,0,176,0,176,0,176,0,176,0,176,0,176,0.1878270128,176,19.85565419,176,0,176,0,176,0,176,0,176,0.06428419181,176,0,176,0,176,0,176,0,176,0.06428419181,176,0,176,0,176,0,176,0,176,0,176,0.204041623,176,19.85565419,176,0,176,0,176,0,176,0,176,0.04285612788,176,0,176,0,176,0,176,0,176,0.04285612788,176,0,176,0,176,0,176,0,176,0,176,0.1670341362,176,13.23710279,176,0,176,0,176,0,176,0,176,0,176,0.04285612788,176,0,176,0,176,0,176,0,176,0,176,0.04285612788,176,0,176,0,176,0,176,0,176,0,176,0.2365150528,176,13.23710279,176,1.223979104,176,0.1902039251,
,177,177,0,177,0,177,0,177,0,177,0,177,0,177,0,177,50.01409048,177,0,177,0,177,0.09272091595,177,0.107734994,177,0,177,0,177,0,177,0,177,0,177,0,177,0,177,0,177,3.326402113,177,0,177,0,177,0,177,0,177,0,177,0,177,0,177,0,177,0,177,0,177,0,177,5.042846794,177,0,177,0,177,0,177,0,177,5.042846794,177,0,177,0,177,0,177,0,177,0,177,0,177,14.45898378,177,21.23651582,177,0,177,0,177,0,177,0,177,5.042846794,177,0,177,0,177,0,177,0,177,5.042846794,177,0,177,0,177,0,177,0,177,0,177,15.0181475,177,21.23651582,177,0,177,0,177,0,177,0,177,3.361897863,177,0,177,0,177,0,177,0,177,3.361897863,177,0,177,0,177,0,177,0,177,0,177,11.08135913,177,14.15767722,177,0,177,0,177,0,177,0,177,0,177,3.361897863,177,0,177,0,177,0,177,0,177,0,177,3.361897863,177,0,177,0,177,0,177,0,177,0,177,13.47742092,177,14.15767722,177,87.65488996,177,6.559216237,
,178,178,0,178,0,178,0,178,0,178,0,178,0,178,0,178,44.54722688,178,0,178,0,178,0.07785481231,178,0.09558320424,178,0,178,0,178,0,178,0,178,0,178,0,178,0,178,0,178,2.873080963,178,0,178,0,178,0,178,0,178,0,178,0,178,0,178,0,178,0,178,0,178,0,178,5.085046012,178,0,178,0,178,0,178,0,178,5.085046012,178,0,178,0,178,0,178,0,178,0,178,0,178,14.54234114,178,18.84071858,178,0,178,0,178,0,178,0,178,5.085046012,178,0,178,0,178,0,178,0,178,5.085046012,178,0,178,0,178,0,178,0,178,0,178,15.00874025,178,18.84071858,178,0,178,0,178,0,178,0,178,3.390030675,178,0,178,0,178,0,178,0,178,3.390030675,178,0,178,0,178,0,178,0,178,0,178,10.89769851,178,12.56047905,178,0,178,0,178,0,178,0,178,0,178,3.390030675,178,0,178,0,178,0,178,0,178,0,178,3.390030675,178,0,178,0,178,0,178,0,178,0,178,12.89625644,178,12.56047905,178,87.24534309,178,5.471049904,
,179,179,0,179,0,179,0,179,0,179,0,179,0,179,0,179,39.20239841,179,0,179,0,179,0.06742597478,179,0.08422028134,179,0,179,0,179,0,179,0,179,0,179,0,179,0,179,0,179,2.449842643,179,0,179,0,179,0,179,0,179,0,179,0,179,0,179,0,179,0,179,0,179,0,179,5.494846114,179,0,179,0,179,0,179,0,179,5.494846114,179,0,179,0,179,0,179,0,179,0,179,0,179,15.67601065,179,16.59333575,179,0,179,0,179,0,179,0,179,5.494846114,179,0,179,0,179,0,179,0,179,5.494846114,179,0,179,0,179,0,179,0,179,0,179,16.08087075,179,16.59333575,179,0,179,0,179,0,179,0,179,3.663230742,179,0,179,0,179,0,179,0,179,3.663230742,179,0,179,0,179,0,179,0,179,0,179,11.49477421,179,11.06222383,179,0,179,0,179,0,179,0,179,0,179,3.663230742,179,0,179,0,179,0,179,0,179,0,179,3.663230742,179,0,179,0,179,0,179,0,179,0,179,13.22963251,179,11.06222383,179,93.11359555,179,4.749172486,
,180,180,0,180,0,180,0,180,0,180,0,180,0,180,0,180,33.99957818,180,0,180,0,180,0.05113722996,180,0.07229519525,180,0,180,0,180,0,180,0,180,0,180,0,180,0,180,0,180,2.043336047,180,0,180,0,180,0,180,0,180,0,180,0,180,0,180,0,180,0,180,0,180,0,180,5.161123415,180,0,180,0,180,0,180,0,180,5.161123415,180,0,180,0,180,0,180,0,180,0,180,0,180,14.69340538,180,14.25296253,180,0,180,0,180,0,180,0,180,5.161123415,180,0,180,0,180,0,180,0,180,5.161123415,180,0,180,0,180,0,180,0,180,0,180,14.99460274,180,14.25296253,180,0,180,0,180,0,180,0,180,3.440748944,180,0,180,0,180,0,180,0,180,3.440748944,180,0,180,0,180,0,180,0,180,0,180,10.57236647,180,9.501975022,180,0,180,0,180,0,180,0,180,0,180,3.440748944,180,0,180,0,180,0,180,0,180,0,180,3.440748944,180,0,180,0,180,0,180,0,180,0,180,11.86302155,180,9.501975022,180,86.53088558,180,3.533166714,
,181,181,0,181,0,181,0,181,0,181,0,181,0,181,0,181,29.09959059,181,0,181,0,181,0.03984917308,181,0.06156752876,181,0,181,0,181,0,181,0,181,0,181,0,181,0,181,0,181,1.681320605,181,0,181,0,181,0,181,0,181,0,181,0,181,0,181,0,181,0,181,0,181,0,181,5.193568293,181,0,181,0,181,0,181,0,181,5.193568293,181,0,181,0,181,0,181,0,181,0,181,0,181,14.75841886,181,12.14048969,181,0,181,0,181,0,181,0,181,5.193568293,181,0,181,0,181,0,181,0,181,5.193568293,181,0,181,0,181,0,181,0,181,0,181,14.9906868,181,12.14048969,181,0,181,0,181,0,181,0,181,3.462378862,181,0,181,0,181,0,181,0,181,3.462378862,181,0,181,0,181,0,181,0,181,0,181,10.43794555,181,8.093659796,181,0,181,0,181,0,181,0,181,0,181,3.462378862,181,0,181,0,181,0,181,0,181,0,181,3.462378862,181,0,181,0,181,0,181,0,181,0,181,11.43323245,181,8.093659796,181,86.24407227,181,2.724596686,
,182,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,24.38826722,182,0,182,0,182,0.02984798362,182,0.05132200699,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,1.349708124,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,0,182,5.222705067,182,0,182,0,182,0,182,0,182,5.222705067,182,0,182,0,182,0,182,0,182,0,182,0,182,14.81737102,182,10.12299402,182,0,182,0,182,0,182,0,182,5.222705067,182,0,182,0,182,0,182,0,182,5.222705067,182,0,182,0,182,0,182,0,182,0,182,14.98920687,182,10.12299402,182,0,182,0,182,0,182,0,182,3.481803378,182,0,182,0,182,0,182,0,182,3.481803378,182,0,182,0,182,0,182,0,182,0,182,10.3213977,182,6.74866268,182,0,182,0,182,0,182,0,182,0,182,3.481803378,182,0,182,0,182,0,182,0,182,0,182,3.481803378,182,0,182,0,182,0,182,0,182,0,182,11.05772826,182,6.74866268,182,86.00373763,182,2.015704026,
,183,183,0,183,0,183,0,183,0,183,0,183,0,183,0,183,19.86638085,183,0,183,0,183,0.02118596698,183,0.04156413196,183,0,183,0,183,0,183,0,183,0,183,0,183,0,183,0,183,1.048626759,183,0,183,0,183,0,183,0,183,0,183,0,183,0,183,0,183,0,183,0,183,0,183,5.248512276,183,0,183,0,183,0,183,0,183,5.248512276,183,0,183,0,183,0,183,0,183,0,183,0,183,14.87030267,183,8.201175528,183,0,183,0,183,0,183,0,183,5.248512276,183,0,183,0,183,0,183,0,183,5.248512276,183,0,183,0,183,0,183,0,183,0,183,14.99046643,183,8.201175528,183,0,183,0,183,0,183,0,183,3.499008184,183,0,183,0,183,0,183,0,183,3.499008184,183,0,183,0,183,0,183,0,183,0,183,10.22342743,183,5.467450352,183,0,183,0,183,0,183,0,183,0,183,3.499008184,183,0,183,0,183,0,183,0,183,0,183,3.499008184,183,0,183,0,183,0,183,0,183,0,183,10.73833887,183,5.467450352,183,85.81261724,183,1.409569436,
,184,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,15.53461827,184,0,184,0,184,0.01391575455,184,0.03229885886,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0.7781882554,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,5.270966571,184,0,184,0,184,0,184,0,184,5.270966571,184,0,184,0,184,0,184,0,184,0,184,0,184,14.91723631,184,6.375676529,184,0,184,0,184,0,184,0,184,5.270966571,184,0,184,0,184,0,184,0,184,5.270966571,184,0,184,0,184,0,184,0,184,0,184,14.99471691,184,6.375676529,184,0,184,0,184,0,184,0,184,3.513977714,184,0,184,0,184,0,184,0,184,3.513977714,184,0,184,0,184,0,184,0,184,0,184,10.14464022,184,4.250451019,184,0,184,0,184,0,184,0,184,0,184,3.513977714,184,0,184,0,184,0,184,0,184,0,184,3.513977714,184,0,184,0,184,0,184,0,184,0,184,10.47665087,184,4.250451019,184,85.67302145,184,0.9088787563,
,185,185,0,185,0,185,0,185,0,185,0,185,0,185,0,185,11.2787643,185,0,185,0,185,0.008393258647,185,0.02339490871,185,0,185,0,185,0,185,0,185,0,185,0,185,0,185,0,185,0.5327693891,185,0,185,0,185,0,185,0,185,0,185,0,185,0,185,0,185,0,185,0,185,0,185,5.666288156,185,0,185,0,185,0,185,0,185,5.666288156,185,0,185,0,185,0,185,0,185,0,185,0,185,16.02160866,185,4.624346976,185,0,185,0,185,0,185,0,185,5.666288156,185,0,185,0,185,0,185,0,185,5.666288156,185,0,185,0,185,0,185,0,185,0,185,16.06757236,185,4.624346976,185,0,185,0,185,0,185,0,185,3.777525437,185,0,185,0,185,0,185,0,185,3.777525437,185,0,185,0,185,0,185,0,185,0,185,10.79960898,185,3.082897984,185,0,185,0,185,0,185,0,185,0,185,3.777525437,185,0,185,0,185,0,185,0,185,0,185,3.777525437,185,0,185,0,185,0,185,0,185,0,185,10.99656715,185,3.082897984,185,91.66061152,185,0.5391727347,
,186,186,0,186,0,186,0,186,0,186,0,186,0,186,0,186,7.310999508,186,0,186,0,186,0.00365310722,186,0.01498683319,186,0,186,0,186,0,186,0,186,0,186,0,186,0,186,0,186,0.3229518932,186,0,186,0,186,0,186,0,186,0,186,0,186,0,186,0,186,0,186,0,186,0,186,5.306231478,186,0,186,0,186,0,186,0,186,5.306231478,186,0,186,0,186,0,186,0,186,0,186,0,186,14.99431233,186,2.961416598,186,0,186,0,186,0,186,0,186,5.306231478,186,0,186,0,186,0,186,0,186,5.306231478,186,0,186,0,186,0,186,0,186,0,186,15.01347241,186,2.961416598,186,0,186,0,186,0,186,0,186,3.537487652,186,0,186,0,186,0,186,0,186,3.537487652,186,0,186,0,186,0,186,0,186,0,186,10.04562046,186,1.974277732,186,0,186,0,186,0,186,0,186,0,186,3.537487652,186,0,186,0,186,0,186,0,186,0,186,3.537487652,186,0,186,0,186,0,186,0,186,0,186,10.12772293,186,1.974277732,186,85.55600464,186,0.2247554137,
,187,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,3.559487806,187,0,187,0,187,0.0009715099038,187,0.007240381471,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0.1460130402,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,0,187,5.318405145,187,0,187,0,187,0,187,0,187,5.318405145,187,0,187,0,187,0,187,0,187,0,187,0,187,15.02314916,187,1.431542113,187,0,187,0,187,0,187,0,187,5.318405145,187,0,187,0,187,0,187,0,187,5.318405145,187,0,187,0,187,0,187,0,187,0,187,15.02794938,187,1.431542113,187,0,187,0,187,0,187,0,187,3.54560343,187,0,187,0,187,0,187,0,187,3.54560343,187,0,187,0,187,0,187,0,187,0,187,10.02781213,187,0.9543614088,187,0,187,0,187,0,187,0,187,0,187,3.54560343,187,0,187,0,187,0,187,0,187,0,187,3.54560343,187,0,187,0,187,0,187,0,187,0,187,10.04838144,187,0.9543614088,187,85.58332641,187,0.05630845155,
,188,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,0,188,5.424007402,188,0,188,0,188,0,188,0,188,5.424007402,188,0,188,0,188,0,188,0,188,0,188,0,188,15.31955794,188,0,188,0,188,0,188,0,188,0,188,5.424007402,188,0,188,0,188,0,188,0,188,5.424007402,188,0,188,0,188,0,188,0,188,0,188,15.31955794,188,0,188,0,188,0,188,0,188,0,188,3.616004934,188,0,188,0,188,0,188,0,188,3.616004934,188,0,188,0,188,0,188,0,188,0,188,10.21303863,188,0,188,0,188,0,188,0,188,0,188,0,188,3.616004934,188,0,188,0,188,0,188,0,188,0,188,3.616004934,188,0,188,0,188,0,188,0,188,0,188,10.21303863,188,0,188,87.22524249,188,0,
,189,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,1.435753583E-13,189,0,189,0,189,0,189,0,189,1.435753583E-13,189,0,189,0,189,0,189,0,189,0,189,0,189,4.055140154E-13,189,0,189,0,189,0,189,0,189,0,189,1.435753583E-13,189,0,189,0,189,0,189,0,189,1.435753583E-13,189,0,189,0,189,0,189,0,189,0,189,4.055140154E-13,189,0,189,0,189,0,189,0,189,0,189,9.571690555E-14,189,0,189,0,189,0,189,0,189,9.571690555E-14,189,0,189,0,189,0,189,0,189,0,189,2.70342677E-13,189,0,189,0,189,0,189,0,189,0,189,0,189,9.571690555E-14,189,0,189,0,189,0,189,0,189,0,189,9.571690555E-14,189,0,189,0,189,0,189,0,189,0,189,2.70342677E-13,189,0,189,2.30888244E-12,189,0,
,190,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,0,190,1.435745591E-13,190,0,190,0,190,0,190,0,190,1.435745591E-13,190,0,190,0,190,0,190,0,190,0,190,0,190,4.05511758E-13,190,0,190,0,190,0,190,0,190,0,190,1.435745591E-13,190,0,190,0,190,0,190,0,190,1.435745591E-13,190,0,190,0,190,0,190,0,190,0,190,4.05511758E-13,190,0,190,0,190,0,190,0,190,0,190,9.571637271E-14,190,0,190,0,190,0,190,0,190,9.571637271E-14,190,0,190,0,190,0,190,0,190,0,190,2.70341172E-13,190,0,190,0,190,0,190,0,190,0,190,0,190,9.571637271E-14,190,0,190,0,190,0,190,0,190,0,190,9.571637271E-14,190,0,190,0,190,0,190,0,190,0,190,2.70341172E-13,190,0,190,2.308869587E-12,190,0,
,191,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,0,191,1.435718545E-13,191,0,191,0,191,0,191,0,191,1.435718545E-13,191,0,191,0,191,0,191,0,191,0,191,0,191,4.055041193E-13,191,0,191,0,191,0,191,0,191,0,191,1.435718545E-13,191,0,191,0,191,0,191,0,191,1.435718545E-13,191,0,191,0,191,0,191,0,191,0,191,4.055041193E-13,191,0,191,0,191,0,191,0,191,0,191,9.571456969E-14,191,0,191,0,191,0,191,0,191,9.571456969E-14,191,0,191,0,191,0,191,0,191,0,191,2.703360796E-13,191,0,191,0,191,0,191,0,191,0,191,0,191,9.571456969E-14,191,0,191,0,191,0,191,0,191,0,191,9.571456969E-14,191,0,191,0,191,0,191,0,191,0,191,2.703360796E-13,191,0,191,2.308826095E-12,191,0,
